id,title,userID,length,total_activities
1016,Γ_ZigZag_1_HotPotatoes,3800,13,13
1017,EDUC261 Irony,7148,12,37
1018,ME,5517,3,3
1019,Αρχαία Ελληνικά Γ΄ Λυκείου Πλάτωνος Πολιτεία,1656,3,3
1020,NETWORKS VASSILOPOULOS,4365,5,5
1021,Κλουκίνα Θεοδοσία «Η συμβολή του Θεμιστοκλή στην οριστική απομάκρυνση της περσικής επίθεσης»v2,59,10,10
1022,Environment in danger,1706,11,11
1023,LAMS Solar energy sequence,259,19,21
1024,ClimateChangeLesson,6306,9,10
1025,LAMS Sequence Task 2,3087,8,8
1026,SEISMOS,4384,9,9
1027,eu,1066,12,12
1028,LAMS,7235,11,11
1029,finale,1334,6,12
1030,teliki ergasia_chryssanthopoulou,1746,6,6
1031,LAMS ass,1333,11,15
1032,Operation Systems - Lymaraki,1570,3,3
1033,Moodle TKAMB task,5490,5,11
1034,respiratory_system_17012013_1,14156,14,15
1035,Τα Δάση,1435,10,10
1036,Geo wed 6th,7279,9,11
1037,ΔΙΚΤΥΑ Β_ΓΥΜΝΑΣΙΟΥ,3916,7,7
1038,Eucharist,1711,7,9
1039,Noticeboard-Flash-MP3_and_movie_players,307,2,2
1040,ΤΕΛΙΚΗ_ΕΡΓΑΣΙΑ_ΤΡΙΑΝΤΗΣ_ΧΡΗΣΤΟΣ,1714,14,14
1041,K0303 The Illusionist,9,13,13
1042,Progr_Problem_Req_1,3131,7,9
1043,Καταλυτικός μετατροπέας,73,6,10
1044,εργασία-κατσή,1522,3,3
1045,Oι νόμοι επισκέπτονται το Σωκράτη - KOINO,733,8,8
1046,ΜΥΚΗΝΑΙΟΙ_ΙΣΤΟΡΙΑ_Α_ΛΥΚΕΙΟΥ,1677,5,5
1047,EDUC261- 41763858-Improving our writing ,5333,18,21
1048,Serious_games_Education_Gamification,13201,15,15
1049,ΝΟΜΟΙ ΑΠΛΟΥ ΕΚΚΡΕΜΟΥΣ,1634,9,9
1050,Η ΕΠΟΧΗ ΤΟΥ ΠΕΡΙΚΛΗ,1418,3,3
1051,Stephanie Pakar_Turtle Conservation,2516,9,9
1052,Lauren Shirvington Features and functions of a flower,4974,11,17
1053,Gold - Moodle,4768,5,5
1054,crime vocabulary,1452,3,3
1055,BlackDeathUp,6377,9,19
1056,Stage 3 Music- Amelia Shaw,7558,10,16
1057,Έκθεση Γ' Λυκείου - Ανθρώπινα Δικαιώματα,13201,10,11
1058,derivative_function,4423,7,7
1059,Είδη Δικτύων και Βασικές Συσκευές Δικτύων2,1657,12,12
1060,0. Εισαγωγή  - Υλικό,8,3,3
1061,xDSL_27032013_1,1,9,13
1062,guided reiprocal peer questioning,1,6,8
1063,GreenV1,1487,3,3
1064,Laura Anschau_PDHPE Drugs,3189,13,13
1065,Άσκηση 10 Αθανασίου,1052,2,2
1066,LiquidsSolidsGasesSequence,7397,18,18
1067,ISTORIA_BALARI,1442,11,13
1068,teliko_texnologia_epikoinonion_xanthopoulou,4357,9,15
1069,Διαβάς εις Μακεδονίαν Βοήθησον Ημίν - Σχεδιασμός Πολυήμερης Εκδήλωσης -Κατασκήνωσης,1633,12,12
1070,Math_BLykeiou_Spanos_Ioannis,695,5,7
1071,Σταυροφορίες και περίοδος Λατινοκρατίας_Βελαώρα,1444,8,8
1072,Vanessa Sequence,2236,9,9
1073,Global warming,1320,12,12
1074,prostasia_ioi,4358,6,6
1075,dynami-5-Newton_1st_law-inertia-equilibrium,88,8,13
1076,My Place,5847,9,12
1077,Creative Writing Class,6321,20,34
1078,Year twelve LAMS,1704,10,19
1079,PBL Why is Sky Blue_02112010_1,172,8,8
1080,Geography Sequence,7519,7,9
1081,Η γλώσσα Pascal,1983,7,7
1082,The basics of Algorithms,1539,5,7
1083,Pascal_Test_8,1417,2,2
1084,functionsnew,10,18,20
1085,Ενσωμάτωση ασκήσεων hotpotatoes στο LAMS,4006,7,9
1086,yr 10 pdhpe,1307,12,17
1087,Social Constructivist Local Template,2811,5,5
1088,MultimediaApplications,13104,19,19
1089,Moral Values in Teacher Training1,295,8,20
1090,Συναρτήσεις στη ΓΛΩΣΣΑ,1612,7,7
1091,Glossa_3_gymnasiou-GF-OSO-2-ASK13,88,8,10
1092,Meeting at Night by Robert Browning,1300,14,18
1093,PELOPONNHSIAKOS POLEMOS,4371,7,7
1094,LAMS Sequence task,7554,10,10
1095,ASKHSH_2_2_KONTOGIANNH,1534,4,4
1096,yliko_HY_SM,1591,11,15
1097,Άνοιξη-Βροντινού,1451,6,6
1098,dynami-6-Newton 3 law,88,7,7
1099,LAMS sequence,7578,7,7
1100,Nikolakopoulos_Test_5',1067,3,3
1101,Biotechnology 1,4488,22,26
1102,webquest,109,11,11
1103,Kef3_(3.2)Hlektroniko Emporio,16378,9,9
1104,Αντιστάσεις,1432,8,8
1105,Ομοιότητα σχημάτων - Γ' Γυμνασίου,1610,11,11
1106,TEST 1,5848,13,21
1107,Βόλεϊ - Σερβίς από πάνω,260,4,6
1108,PERFEKT 2,803,13,25
1109,Non stop digital storytelling,172,8,14
1110,Archaeology LAMS sequence,5311,20,35
1111,Task 2 Educ261 British settlement and affects to ATSI People,5468,11,11
1112,Khairil Anwar Ramli - Global Warming,2572,10,12
1113,Ways to be Smart,9,5,5
1114,Μοναχισμός στην Ελλάδα,1599,4,4
1115,EDUC261_LAMS_TASK_MMoralesNogues_04.04.12,5006,11,19
1116,ΕφΠληΑΛυκ_Κεφ7.1_v.02,1,10,13
1117,animals in danger,1462,10,10
1118,Είδη δικτύων_Κρικέλη,1550,4,4
1119,MyTemplate,13104,11,11
1120,JavaClasses,13072,8,8
1121,Δίκτυα Υπολογιστών,1537,9,11
1122,ΙΣΤΟΡΙΑ_1Η_ΕΝΟΤΗΤΑ,1076,12,12
1123,kinisi-1,88,6,11
1124,video,5,2,2
1125,Δημιουργία  λογαριασμών μαθητών στο ΠΣΔ - Τμημάτων με μαθητές στο LAMS server του ΠΣΔ v2,26,3,3
1126,Fractured Fairy Tales,5767,9,12
1127,1.5.1-Αναβάθμιση_αποθηκευτικών_μέσων,9,4,4
1128,ΦΕ2-Λογισμικό Ομάδας,3788,7,7
1129,Imparfait (French),5913,13,23
1130,"Η ΠΟΛΗ ΜΑΣ , Η ΚΑΛΑΜΑΤΑ-ΕΥΓΕΝΙΑ ΒΑΜΒΑΚΑ-ΤΕΛΙΚΗ ΕΡΓΑΣΙΑ",1443,15,15
1131,η ελληνικη οικογενεια,1587,4,4
1132,Citizenship schi,1698,12,16
1133,WW2 Task,2127,12,12
1134,environmental health,10,20,33
1135,ΝΙΚΟΛΑΟΣ ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ - ΦΑΣΗ Α&B,74,16,16
1136,Η μάχη του Μαραθώνα,1525,7,7
1137,PROBLEMAS DE ECUACIONES DE PRIMER GRADO,5826,9,9
1138,EDUC261 LAMS Sequence Jonathan Ayling (42493382),14454,5,23
1139,PBL - Christianity and Pacifism,8,7,7
1140,Math lesson,7159,20,24
1141,Kefalaio11eos16,2083,6,6
1142,Shaun Tan - The Arrival FINAL,35,11,12
1143,"ΕΠΑΝΑΛΗΨΗ ΙΣΤΟΡΙΑΣ Γ' ΓΥΜΝΑΣΙΟΥ, ΚΕΦΑΛΑΙΑ 6-10, ΛΑΔΙΑΣ ΑΡΙΣΤΕΙΔΗΣ",1556,6,6
1144,2o Κεφαλαιο πληροφορικη Α γυμνασιου,1517,3,3
1145,Lams Claire,3134,8,13
1146,Σχέδιο Μαθήματος 1,2,7,7
1147,Άσκηση 2.2 - Κουκά,1537,3,3
1148,Η ελληνική σημαία-Μαρία Κριθάρα,1549,4,4
1149,Gestão teste IV,11049,9,9
1150,EDUC362,6576,15,20
1151,ΜΙΚΡΟΥΠΟΛΟΓΙΣΤΗΣ ΑΥΤΟΚΙΜΗΤΟΥ,1621,5,5
1152,2.2.7.4_Domi Epanalipsis Gia apo mexri me bima,16378,10,14
1153,ΦΥΛΛΟ ΔΡΑΣΤΗΡΙΟΤΗΤΑΣ 8 ΕΝΣΩΜΑΤΩΣΗ ΒΙΝΤΕΟ ΓΕΩΡΓΙΟΥ,3941,6,6
1154,Ασκηση 2.2 συγγραφη 1ης ακολουθιας-Μαρία Γιαμουρίδου,1467,4,4
1155,LAMS 2.2-b DESPINA Stefanidou,1695,3,3
1156,EDUC362 Lams2,6333,6,6
1157,ZZZZ,13205,28,30
1158,Τα βουνά της Ελλάδας - Κουτσουρά,1545,3,3
1159,diagonisma_gtaxi_zavitsanou_maria,3923,5,5
1160,treisierarxes,1505,4,4
1161,Exploring Song Lyrics Modified,1542,6,6
1162,Τελική _Εργασία_Κρικέλη,1550,13,13
1163,oikosisthmata_elladas_to-Vlachos,1046,13,13
1164,KURO SIVO Νίκος Καββαδίας,1613,6,6
1165,Ανάληψη ρόλων,10,8,18
1166,ΕφΠληΑΛυκ_Κεφ7.1_v.01,1,9,12
1167,Anaptiksi programmatwn PLC me xronikes leitourgies (Ladder),1051,7,15
1168,Excel_Ασκηση_1_OXI SERVER-new-test,88,5,8
1169,English.,7230,11,21
1170,logismiko A gym,1071,3,3
1171,ΦΕ Αλγόριθμοι,4380,4,4
1172,olivia1,5759,10,10
1173,Task 2,5416,13,21
1174,Διαφορετικοί αλλά ίσοι!,1977,16,20
1175,LAMS Sequence Lesson plan,2229,12,12
1176,Ergasia video2 _ Barla,4371,6,6
1177,polimesa_ergasia1_triantou_tropopoihmenh,1728,9,9
1178,Glossa_3_gymnasiou-GF-GIA,1612,10,10
1179,Εισαγωγή στη LOGO,10,10,16
1180,How to make your first website_Final,1,10,10
1181,Enzymes,7403,9,11
1182,Kef4_(4.2)Koinwnikes Epiptwseis apo tis ekselikseis tis Pliroforikis,16378,9,9
1183,Mediterranean Sea GR v2,35,11,12
1184,Networks_Tsatsoulis_video,4362,15,17
1185,nutrition2,18413,10,10
1186,ClassifyingAnimals,3152,11,16
1187,teaching sequence,4821,9,17
1188,safe_internet,9,6,6
1189,Κατοπτρική ανάκλαση και διάχυση,1494,6,6
1190,Εργονομία-GR_v2_Α_Γυμνασίου_Κ3,26,23,30
1191,Google Gadgets_12092008_1,8,2,2
1192,GMF-alternat_conc,10,11,11
1193,round table,1,5,7
1194,ΕΓΓΕΓΡΑΜΜΕΝΕΣ ΓΩΝΙΕΣ- ΓΙΑΝΝΟΚΩΣΤΑΣ -ΤΕΛΙΚΗ ΕΡΓΑΣΙΑ,1469,15,17
1195,Ηλεκτρικό ρεύμα - Μπεζαΐτη Βασιλική,1603,3,3
1196,Futur Simple_Διπλάρη,57,28,28
1197,leitourgika1,2083,9,9
1198,Λατινικά -Αλεξοπούλου,1422,4,4
1199,Thermochemistry,187,7,7
1200,Ανακύκλωση στο νηπιαγωγείο ,1501,23,27
1201,Living vs. Non-Living,7315,10,10
1202,Η ΚΥΡΑ_ΣΑΡΑΚΟΣΤΗ_papanikolaouthalia,1969,9,9
1203,Food Chain,5127,14,18
1204,αναπαράσταση πληροφορίας(ψηφιακός κόσμος)-V. Gournelou,3917,8,8
1205,Open Questions Template,10,7,7
1206,TA  M.M.E,1477,24,26
1207,ANTARCTICA,1296,11,13
1208,pascal_1,37,2,2
1209,"Lams Assingment for Italian HSC Continuers, Roberto Amici",7185,10,10
1210,TE_K16,1052,5,5
1211,K0107 The Mushroom Effect,9,15,15
1212,TemplatePOE,506,11,11
1213,Άσκηση2_2_Σπυριδάκου,1686,4,4
1214,Τελική εργασία-Πελέκη,1661,4,4
1215,Who Scuttled the Symphony - LAMS Assessment Anthony Fennell - English Stage 3,3151,16,16
1216,Our Solar System_Γκόβαρη,1474,11,11
1217,One minute papers,1,3,3
1218,viziinos,4422,9,9
1219,GNWRIMIA_ME_TO_DADIKTYO,3797,7,7
1220,ΑΣΚΗΣΗ 2.2  ΕΡΩΤΗΣΕΙΣ ΣΟΥΣ ΝΟΜΟΥΣ ΤΟΥ ΑΠΛΟΥ ΕΚΚΡΕΜΟΥΣ,1634,3,3
1221,Programmatistika Periballonta,4354,8,8
1222,Λογισμικό υπολογιστή - Φύλλο εργασίας,4364,7,7
1223,4th..,15898,6,6
1224,Δραστηριότητα-ασκηση 10,1,1,1
1225,Practice LAMs,270,11,11
1226,GNWRIMIA_ME_TO_INTERNET_ME_VIDEO_PANAGIOTOPOULOU,3797,8,8
1227,Άσκηση 2.2.Σαλωνίκη,1673,5,5
1228,Erg2_Cholevas,3761,5,5
1229,MUSIC 1 ANALYSIS LAMS ,3132,7,7
1230,LAMS EDUC261 Assignment,6305,10,15
1231,ΒΑΣΙΚΕΣ ΕΝΝΟΙΕΣ ΤΕΧΝΟΛΟΓΙΑ Β΄,1639,10,14
1232,LAN_topology_07072012_1_08072012_1_08072012_1_16072012_1,1,8,8
1233,2.2,1491,3,3
1234,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ PLC ΜΕ ΓΛΩΣΣΑ LADDER,1603,5,5
1235,the human boat exercise,3086,7,9
1236,polymesa_b_gymnasiouV2,3929,6,6
1237,LAMS Stage 4 Music Notation,3180,9,9
1238,Logo - skakiera,88,4,4
1239,Σχήματα 2-Τσαγκαλίδου,1715,4,4
1240,Γνωριμία με το διαδίκτυο_new,1736,12,12
1241,Test_Screens_Agelos_Titis,8,2,2
1242,Kinetic of reaction,187,6,6
1243,Scratch Lesson 2,55,4,4
1244,reading LAMs,4827,13,13
1245,Painting,5,2,2
1246,omoiotita_athanasopoulos,4415,8,8
1247,Κεφ 7  Προστασία Λογισμικού - Ιοί,11,10,13
1248,Task2 V2,4769,7,41
1249,scenario logo,7565,42,44
1250,Draft one,7122,9,11
1251,μαθημα 1ο,1735,13,15
1252,EconomicsTopic3FactorsAffectingDemand,5927,16,28
1253,Ηλεκτρονικό Ταχυδρομείο,1,7,7
1254,EDUC261 Sequence - Expressing Likes and Dislikes about Food in French,6349,6,8
1255,Deforestation,3123,12,14
1256,Middle East Simulation,539,12,28
1257,test_isotita_trigonwn_niforos,1619,3,3
1258,Η Ιστορία της Πληροφορίας και της Πληροφορικής,3410,9,10
1259,SWOT Analysis,1,6,20
1260,Η πρώτη μου ακολουθία-ΠελέκηΒ,1661,4,4
1261,Ασκήση2.2 Γκογκόσης ,1475,3,3
1262,EDUC362 Lams3,6333,3,3
1263,JC,2179,18,18
1264,Παράδειγμα εφαρμογής Brainstorming - Σύννεφο (Cloud),1,5,7
1265,Our Australia,2145,16,16
1266,LAMS Alexandra McAlister,7288,10,20
1267,malatou_ergasia8_video,4427,5,5
1268,Lesson 2,1,8,14
1269,Papadiamantis_manikarou,4353,11,13
1270,Daily Routines,7515,6,6
1271,Αρχαϊκή εποχή,1710,3,3
1272,Adjectives - Comparative and Superlative,1708,11,11
1273,EDUC261 Year 3 Maths Multiplication Lesson,7226,15,15
1274,ERGASIA 1 EYROPAIKOS DIAFOTISMOS Aikaterini Asimakopoulou,4364,6,6
1275,Natural Disasters stage 3,5951,10,22
1276,Recognize the NEED for DATA,441,5,5
1277,Αλγεβρα Boole,2006,4,4
1278,K0208 Snakes Alive,9,11,11
1279,Οι νομοί της Θεσσαλίας - Αυγέρου Παναγιώτα,1440,3,3
1280,Lams Assignment Draft 3,7285,13,19
1281,lams1,3162,13,16
1282,K0103 The Lunar Menace,9,18,18
1283,Globalisation,1274,12,14
1284,SUSHITRAIN,5515,9,33
1285,Πρωτεύουσες κρατών-Παππάς - Καρπούζα(προσθήκη),1520,3,3
1286,K0206 The Diamond Deception,9,11,11
1287,LAMS,5923,9,19
1288,Ημίτονο-Συνημίτονο,1804,19,19
1289,Βόλεϊ - Σερβίς από πάνω_06032013_1_Βασιλική Αντωνίου,4379,5,7
1290,Απορρίμματα,1606,4,4
1291,2. Εγκατάσταση Joomla! στο ΠΣΔ,3,3,3
1292,E-mail,1686,7,7
1293,ionization,335,8,8
1294,PDHPE LAMS Sequence,3102,17,17
1295,War World II - SoftChalk,5,2,2
1296,Τα βουνά της Ελλάδας  v2 – ΑΠΟΣΤΟΛΟΣ ΒΕΤΣΟΠΟΥΛΟΣ,1447,3,3
1297,Glossa_3_gymnasiou-GF-ΑΝ-Βαθμολογια,88,3,3
1298,Citizenship-Nakou,1616,17,21
1299,ΜΠΑΣΚΕΤ ΒΑΣΙΛΙΚΗ ΑΝΤΩΝΙΟΥ,4379,10,10
1300,CandS V1,172,5,5
1301,ΔΙΩΓΜΟΙ,1605,6,6
1302,Γεωγραφικές συντεταγμένες,1735,3,3
1303,Template-Game,5095,14,18
1304,Excel-functions-IF,88,9,9
1305,PBL Template,10,10,10
1306,Final LAMS Sequence ,3171,14,14
1307,LAMS - Final Year2 History,6164,6,8
1308,Συνδεσμολογία λαμπτήρων σε σειρά,1494,11,12
1309,Εποχές (2ο),1609,12,12
1310,yahoo_email,16483,11,13
1311,focused listing,1,7,11
1312,Test Lams,7249,15,20
1313,ΤΕΛΙΚΗ ΕΡΓΑΣΙΑ ΤΑΝΤΖΟΠΟΥΛΟΥ ΣΟΦΙΑ,1702,6,6
1314,Μινωικός και Μυκηναϊκός πολιτισμός,1682,13,13
1315,projecte_Bel_Miralles,81,17,17
1316,Η ΙΔΡΥΣΗ ΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΗΣ,71,5,5
1317,Pinakas_Rapti,696,6,6
1318,Είδη Τριγώνων _Andresakis,1425,9,9
1319,ΑΤΜΟΣΦΑΙΡΙΚΗ ΠΙΕΣΗ,4384,13,13
1320,Οικονομάκος_Ηλίας_Α_τάξη_Γυμνασ_κεφ12_Παγκοσμιος_Ιστός_Εισαγωση_Υπερκείμενο,436,5,7
1321,sintirish_HY_varras,4350,6,6
1322,enallakt_ennoi_vote,10,8,8
1323,07_bec_yeoh_261_music(final),206,8,8
1324,ΑΡΧΑΙΑ ΕΛΛΗΝΙΚΑ Γ΄ ΓΥΜΝΑΣΙΟΥ-ΠΑΠΑΘΑΝΑΣΟΠΟΥΛΟΥ,1646,3,3
1325,Nero-Pigi Zwis-nea,1606,12,14
1326,MATTHEWMCDOWELLEDUC262FINAL,5892,11,11
1327,Solving Travel Problems: Commerce,5338,10,25
1328,Bullying,5784,16,26
1329,geo seq 2_26032011_1,3147,11,11
1330,FE_8_Ensomatosi_Video_Pratsoli,4373,6,6
1331,Ασκήσεις αλκενίων-αλκινίων,1596,4,4
1332,The tired patient EXTERNAL,949,26,32
1333,think pair share,1,9,13
1334,EDUC261 LAMS Sequence ,5429,13,13
1335,Διαγώνισμα Γεωγραφίας Α Γυμν,13,2,2
1336,LAMS assignment ,3161,12,12
1337,lams 2,2165,14,18
1338,Embedding raptivity,11,1,1
1339,CAF V1,172,4,4
1340,ΦΕ1 Λογισμικό,4381,5,5
1341,LAMS assignment- healthy lifestyle,1322,14,16
1342,lam- drug use- pdhpe,1438,8,8
1343,research,1,10,20
1344,Γ-ΘΕ-Αλγοριθμική Δομή Ακολουθίας,81,4,4
1345,MATHEMATICS,2195,8,8
1346,arapogiannis-toli-variables,1972,8,10
1347,Citizenship 2,1489,13,17
1348,INTERCULTURAL COMPETENCE,50,14,16
1349,mariaioannou_fe1,4452,6,8
1350,Recycle - Stage 2. LAM sequence,3156,9,9
1351,Multimedia_B_Gymnasium,9475,22,26
1352,InteractiveWhiteboardAdoptionRolePlay2.1-GroupBranch,381,13,25
1353,Creative Writing LAMS Sequence,7132,9,21
1354,Treffen 2 y 3,399,7,7
1355,"Μυκηναϊκός Πολιτισμός, Ιστορία Α  Λυκείου, μάθημα επανάληψης",1418,9,9
1356,Κλασική Αθήνα,1682,5,5
1357,jigsawII,1,10,14
1358,Historical sources,6348,9,13
1359,Diktya HY,1,11,13
1360,How Learning Happens,9,16,16
1361,LAMS Assessment,7345,4,14
1362,Fractions Lams Sequence,2194,9,12
1363,polymesa_b_gymnasiou,3929,14,14
1364,O ΠΕΡΣΙΚΟΣ ΚΙΝΔΥΝΟΣ - Η μάχη του Μαραθώνα Φερτάκης Αθανάσιος,54,3,3
1365,Ενότητα Εγκέφαλος 2ο Μάθημα Επιδράσεις στη λειτουργία του εγκεφάλου,1803,8,8
1366,M_B Powe I_O,3787,7,11
1367,three step interview,1,6,10
1368,Sustainability,5995,7,9
1369,SxedioErgElia_Cholevas,3761,5,5
1370,Preaching in Acts,22,7,7
1371,Δίκτυα ΗΥ,3787,5,9
1372,Κατηγορίες Λογισμικού,1657,3,3
1373,EDUC261- InfoTech Final,5542,8,8
1374,ΚΑΒΒΑΔΙΑΣ ΝΙΚΟΣ 1,469,18,22
1375,THAT'S WHAT FRIENDS ARE FOR,1467,10,13
1376,fe1_greeklish_koufou_vid,4421,9,9
1377,fractionsdraftseq,1074,14,18
1378,Math lesson,7159,11,15
1379,αναπαράσταση πληροφορίας(bit-byte-ASCII)με διακλάδωση-V.Gournelou,3917,8,14
1380,languages,5297,13,17
1381,07_abdullah_aini_261_looking for a rain god,204,12,12
1382,Citizenship Λιάγκας,1562,13,17
1383,LAMSSequence15312,4724,15,16
1384,PAQUES TRIANTAFYLLOU TELIKH ERGASIA,1712,8,8
1385,Τελική εργασία -Οι θεοί του Ολύμπου- Λουκοπούλου Μαρία,1567,8,10
1386,Coding and digital storytelling,7237,10,10
1387,ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ,1377,19,23
1388,DB_bibliothiki,88,18,18
1389,PHIL137,5932,15,15
1390,sally,7577,12,14
1391,Assessment FINAL,6372,11,11
1392,PrBL Template -  Υπόδειγμα Σχέδιου Μαθήματος,1,15,22
1393,Δίκτυα Ηλεκτρονικών Υπολογιστών 2,1065,9,12
1394,My Lams Sequence,7180,7,9
1395,ergasia_2_Bekouli,4355,11,13
1396,Celebrations Stage 1 L.Anthony,5320,13,14
1397,PLHR_G_gymansioy_E1K1P2_7_revised,1611,6,8
1398,Η καρδιά -Τσετίνη Αθηνά,1720,3,3
1399,Καλές πρακτικές στις Παρουσιάσεις,3799,10,10
1400,Los palos del flamenco,2221,8,32
1401,bizyinos.maniou,4381,12,12
1402,H Gh ws ouranio swma_tropopoihtikh_,1440,3,3
1403,RECOUNT ,5324,10,17
1404,Διαδίκτυο_ΦΔ8,4354,6,6
1405,team expectations,1,5,5
1406,isotita_trigwnwn_niforos_telikh,1619,11,11
1407,Investigating History,3056,7,9
1408,Kef8_(8.1)Epikoinwnia kai Diktya Ypologistwn ,16378,9,9
1409,Βασικές Λογικές Πύλες (2),60,18,30
1410,Θουκυδίδη 3 74,1572,11,11
1411,meli,4426,6,6
1412,Logikes Pyles axilogisi 1,1644,2,2
1413,ΚΑΒΑΦΗΣ_13022013_3 ΜΠΕΚΟΥΛΗ ,1710,11,11
1414,To eswteriko tou upologisti,1105,9,9
1415,my lams sequence,1299,13,13
1416,Hamlet LAMS Sequence by Cameron Croese,7136,4,14
1417,EmmaShuttleworth Lams sequence,3050,20,20
1418,ΠΡΟΣΤΑΣΙΑ ΤΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Ο ΝΟΜΟΣ ΤΟΥ ΘΕΟΥ ΚΑΙ ΟΙ ΝΟΜΟΙ ΤΩΝ ΑΝΘΡΩΠΩΝ,2578,28,44
1419,Oktoberfest,1631,3,3
1420,Μάχη των Θερμοπυλών_Φραντζή Π.,70,8,8
1421,Rocketry,11206,12,19
1422,assignment 2,5455,10,18
1423,layers_text,1,17,22
1424,Pac 6 disseny,16152,18,18
1425,citizenship-Lymaraki,1570,15,19
1426,Γνωριμία με το Lams - Εισαγωγή,2085,4,4
1427,draft1,3143,15,16
1428,EDUC261 Year 7 English Poetry Sequence ,5481,13,17
1429,Κακόβουλο Λογισμικό_Α_Γυμνασίου_Κεφ7,3916,11,19
1430,Changing the size 2,11,10,33
1431,Modern History,2206,8,8
1432,WebQuest,8184,8,16
1433,EDUC362 LAMS Task,7138,13,16
1434,Η ΕΛΛΗΝΙΚΗ ΣΗΜΑΙΑ- ΕΥΓΕΝΙΑ ΒΑΜΒΑΚΑ,1443,5,5
1435,test 5,1061,1,1
1436,GERM-101 Lectures 1-3,9,19,30
1437,Τα μέρη του σώματος,1453,3,3
1438,PDHPE,1091,10,12
1439,KrisKopychynski_Task2,7074,14,24
1440,TEST1,1643,4,4
1441,thanos,15002,10,11
1442,quizQ2,335,3,3
1443,Θρησκευτικά Β Γυμνασίου - Η εικόνα της Παναγίας v2,78,4,4
1444,Μάθημα 4ο τελικό,1735,14,16
1445,FINAL - LAMS ASSESSMENT TASK EDUC261 Sharmaine Spencer - HSC Legal Studies - Sentencing and Punishment. ,6202,14,14
1446,x-rays,335,10,10
1447,summer holidays,18412,6,6
1448,ΓΙΩΡΓΟΣ ΣΕΦΕΡΗΣ,469,14,16
1449,optics1,88,13,17
1450,Ιστορία Γ΄λυκείου - Καλλιακώστα Φιλλία,1507,4,4
1451,Antarctica,228,24,28
1452,ΔΟΜΗ ΤΗΣ ΓΗΣ_ΨΑΡΟΠΟΥΛΟΣ,1747,3,3
1453,LAMS SEQ- FINAL Aylin IlkerTask2,5336,9,10
1454,επανάληψη,3500,7,7
1455,Autoconocimiento y personalidad_2,497,5,41
1456,Reading for Understanding L3,9,12,12
1457,LAMS task - stage3english - Erin Falson,6339,9,22
1458,Danny- The Jet- Becker,1585,6,6
1459,SOLOMOS_ZIG_ZAG,4359,14,14
1460,LAMS,7338,18,26
1461,safe sex negotiator,286,9,11
1462,Citizenship,1714,17,21
1463,K0201 Raining Fish and Frogs,9,15,15
1464,Έργο_Ενέργεια_Β_Γυμ,1497,15,19
1465,Smoking,2164,17,18
1466,ERGASIA2_ALGORITHMOI,4380,9,10
1467,Moral Values in Christian Teacher Training,295,9,21
1468,Δίκτυα Υπολογιστών - Β' Γυμνασίου (ΤΕΛΙΚΗ ΕΡΓΑΣΙΑ),1696,10,10
1469,Vikings,5909,11,17
1470,The Sun,3110,16,18
1471,jen's lams sequence 1,1317,15,17
1472,LatestLesson,8184,16,24
1473,Υλικό του Υπολογιστή (επανάληψη),1059,17,39
1474,Υπόδειγμα Σχεδίου Μαθήματος 1 (Μικτή Μάθηση),10,6,6
1475,Θερμότητα Στ Δημοτικού,1503,5,5
1476,Sequence2,7555,8,17
1477,Άσκηση2β_Ξυγκά,1056,3,3
1478,Assignment,5443,11,21
1479,RV - Solar System,5465,14,21
1480,Sxediasmow programmatos P.E,4424,7,9
1481,AndyLAMS,1077,16,18
1482,Lesson 3 - LAMS Activities,1,7,30
1483,Five Hats - Basic,1,5,9
1484,Άσκηση11_Διαφοροποιημένη_Εκτυπωτές,694,9,12
1485,Το εσωτερικό του υπολογιστή(Cpu - Ram)-Παναγιώτης Ψωμάς,11725,6,6
1486,Τα βουνά της Ελλάδας - Λιάγκας,1562,2,2
1487,Living World- Adaptations ,7304,9,11
1488,"ελληνική οικογένεια, Κουτσουρά Ζωή",1545,4,4
1489,Under the Sea FINAL,5485,7,11
1490,Συγγραφή πρώτης ακολουθίας στο Lams-Σχισμένου,1698,3,3
1491,Scientific Heroes,8,5,6
1492,LAMS_Assignment,2156,10,10
1493,Year 7 Probability,5934,13,13
1494,task2 Done,5872,16,40
1495,Learning about the discovery of GOLD,5305,17,17
1496,Lams assessment draft,3061,7,7
1497,ΔΙΑΤΡΟΦΗ ΚΑΙ ΥΓΕΙΑ,4425,8,14
1498,lams new,1298,12,18
1499,Τα νησιά της Ελλάδας- γεωγραφία Ε΄ δημοτικού,1468,5,5
1500,Antarctica: Investigating the Ice,5475,9,9
1501,Natasha Craig Year 7 English- Shakespeare Introduction,1709,7,9
1502,Φυτά1.1_2014_τροποποιημένο,1628,5,5
1503,ΔΟΜΗ ΕΠΑΝΑΛΗΨΗΣ LOGO Γ ΓΥΜΝΑΣΙΟΥ,1517,6,6
1504,Modern History Source Analysis,3176,9,9
1505,OLD STONE AGE,7566,12,16
